district,area,chamber,market,building,floor,building_floors,construction_year,standard,property,window,heating,url,rent,price
 Białołęka,40.0,2,pierwotny,blok,2.0,,,do wykończenia,pełna własność,plastikowe,,https://www.otodom.pl/oferta/atrakcyjne-nowe-mieszkanie-2-pokojowe-tarchomin-ID43sqS.html#53cbd01a64,,294000.0
 Ochota,143.59,5,pierwotny,,6.0,6.0,,,,,,https://www.otodom.pl/oferta/siewierska-mieszkanie-nr-23-ID42j8g.html#53cbd01a64,,
 Wola,40.0,2,pierwotny,,,,,,pełna własność,,,https://www.otodom.pl/oferta/2-pokoje-blisko-centrum-ID43v02.html#042dacc228,,460000.0
 Wesoła,68.03,3,pierwotny,blok,1.0,3.0,2021.0,do wykończenia,pełna własność,plastikowe,gazowe,https://www.otodom.pl/oferta/mieszkanie-z-duzym-balkonem-ID43v0a.html#042dacc228,,485734.2
 Wola,19.0,1,pierwotny,apartamentowiec,,,,,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/mini-apartament-blisko-centrum-na-iwestycje-ID43v03.html#042dacc228,,210000.0
 Śródmieście,111.24,3,wtórny,kamienica,3.0,7.0,,do wykończenia,,,,https://www.otodom.pl/oferta/przepiekna-kamienica-w-sasiedztwie-politechniki-ID43v0f.html#042dacc228,,1595000.0
 Wola,63.0,3,pierwotny,,,,,,pełna własność,,,https://www.otodom.pl/oferta/goraca-oferta-apartament-3-pokoje-z-tarasem-ID43v00.html#042dacc228,,570000.0
 Mokotów,128.21,4,wtórny,apartamentowiec,0.0,4.0,,do zamieszkania,pełna własność,,,https://www.otodom.pl/oferta/gorny-mokotow-128-21-m2-ID43v09.html#042dacc228,,1125000.0
 Wola,100.0,4,pierwotny,,11.0,,,,pełna własność,,,https://www.otodom.pl/oferta/penthouse-w-nowoczesnym-budynku-apartamentowym-ID43wZY.html#042dacc228,,950000.0
 Wola,60.51,2,wtórny,apartamentowiec,8.0,,2009.0,,,plastikowe,miejskie,https://www.otodom.pl/oferta/dwupokojowy-apartament-ID43d5b.html#042dacc228,,665000.0
 Wola,96.0,4,wtórny,,6.0,,2008.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/4-pokoje-super-lokalizacja-metro-mlynow-ID43cKo.html#042dacc228,900.0,988450.0
 Ursynów,59.41,3,pierwotny,blok,2.0,4.0,2020.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/3-pokoje-garaz-komorka-lok-14-min-do-metra-ID43rys.html#042dacc228,,485000.0
 Wesoła,63.71,3,pierwotny,blok,2.0,3.0,2021.0,do wykończenia,pełna własność,plastikowe,gazowe,https://www.otodom.pl/oferta/mieszkanie-z-duzym-aneksem-kuchennym-ID43v0H.html#042dacc228,,459349.1
 Wesoła,67.87,3,pierwotny,blok,2.0,3.0,2021.0,do wykończenia,pełna własność,plastikowe,gazowe,https://www.otodom.pl/oferta/mieszkanie-z-duzym-balkonem-ID43v0v.html#042dacc228,,487306.6
 Białołęka,67.4,3,wtórny,blok,3.0,3.0,,do zamieszkania,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/rozkladowe-3-pokoje-po-remoncie-na-bialolece-ID43u5K.html#042dacc228,600.0,485000.0
 Białołęka,65.0,3,wtórny,blok,4.0,4.0,,,,plastikowe,,https://www.otodom.pl/oferta/super-3-pokoje-po-remoncie-bialoleka-ID430pt.html#042dacc228,470.0,475000.0
 Ursus,49.21,2,pierwotny,blok,7.0,7.0,2020.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/2-pokoje-z-oddzielna-kuchnia-bez-prowizji-ID43wV7.html#1e93d04762,493.0,398000.0
 Białołęka,55.5,3,wtórny,blok,2.0,4.0,2013.0,,,plastikowe,miejskie,https://www.otodom.pl/oferta/2-pok-stan-bardzo-dobry-miejsce-postojowe-w-cenie-ID43wV5.html#1e93d04762,600.0,520000.0
 Praga-Północ,42.74,2,wtórny,kamienica,5.0,5.0,,do wykończenia,,,,https://www.otodom.pl/oferta/swietnie-rozplanowane-widne-meszkanie-z-antresola-ID43wVf.html#1e93d04762,,596863.6
 Białołęka,71.8,3,wtórny,blok,3.0,3.0,2001.0,,,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-71-80-m-warszawa-ID43wV9.html#1e93d04762,750.0,538000.0
 Praga-Północ,102.12,4,wtórny,kamienica,5.0,5.0,,do wykończenia,,,,https://www.otodom.pl/oferta/mieszkanie-w-odnowionej-kamienicy-na-starej-pradze-ID43wV6.html#1e93d04762,,1470204.0
 Wola,77.5,3,wtórny,blok,2.0,12.0,2001.0,do zamieszkania,spółdzielcze wł. z KW,,miejskie,https://www.otodom.pl/oferta/przestronne-wygodne-dobrze-skomunikowane-z-centrum-ID43wV1.html#1e93d04762,750.0,745000.0
 Ursynów,39.57,2,pierwotny,blok,2.0,4.0,2020.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/dwa-pokoje-zachodnia-ekspozycja-14-min-do-metra-ID43rvK.html#042dacc228,,399000.0
 Białołęka,44.1,2,wtórny,blok,1.0,7.0,2003.0,,,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-44-10-m-warszawa-ID43wV8.html#1e93d04762,427.0,338000.0
 Wesoła,44.13,2,pierwotny,blok,0.0,3.0,2021.0,do wykończenia,pełna własność,plastikowe,gazowe,https://www.otodom.pl/oferta/mieszkanie-z-duzym-balkonem-ID43wVo.html#1e93d04762,,317736.0
 Praga-Północ,51.2,3,wtórny,kamienica,5.0,5.0,,do wykończenia,,,,https://www.otodom.pl/oferta/kamienica-na-pradze-okolice-alei-solidarnosci-ID43wVw.html#1e93d04762,,710975.2
 Wilanów,84.91,4,wtórny,apartamentowiec,1.0,4.0,2010.0,do zamieszkania,pełna własność,,miejskie,https://www.otodom.pl/oferta/funkcjonalne-4-pokoje-sarmacka-ID43lDj.html#1e93d04762,,960000.0
 Śródmieście,42.0,2,wtórny,kamienica,2.0,3.0,1952.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-42-m-warszawa-ID43wVn.html#1e93d04762,380.0,715000.0
 Ursus,41.37,2,pierwotny,blok,4.0,7.0,2020.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/2-pokoje-next-ursus-bez-prowizji-ID43wVx.html#1e93d04762,426.0,348000.0
 Śródmieście,63.0,3,wtórny,kamienica,2.0,4.0,,do zamieszkania,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/trzy-pokoje-pl-trzech-krzyzy-bezposrednio-ID434pn.html#1e93d04762,700.0,870000.0
 Wola,92.0,4,pierwotny,blok,7.0,7.0,2012.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/4-pokoje-z-widokiem-na-centrum-bezposrednio-ID42WGr.html#1e93d04762,700.0,1196000.0
 Śródmieście,32.0,1,wtórny,kamienica,7.0,7.0,1960.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/piekne-mieszkanie-kolo-starego-miasta-metro-5-min-ID43jhX.html#f26e73d967,230.0,479000.0
 Włochy,35.28,1,pierwotny,blok,1.0,4.0,2019.0,do wykończenia,pełna własność,plastikowe,,https://www.otodom.pl/oferta/przestronna-i-ustawna-kawalerka-zielone-wlochy-ID43wSm.html#f26e73d967,350.0,327751.0
 Praga-Północ,90.59,4,wtórny,kamienica,5.0,5.0,,do wykończenia,,,,https://www.otodom.pl/oferta/przestronny-apartament-w-pieknej-praskiej-kaminicy-ID43wSn.html#f26e73d967,,1356582.2
 Śródmieście,27.0,1,pierwotny,apartamentowiec,,26.0,,,pełna własność,,,https://www.otodom.pl/oferta/13-pietro-imponujacy-widok-na-centrum-premium-ID43wSh.html#f26e73d967,,417600.0
 Wilanów,70.03,4,pierwotny,apartamentowiec,1.0,2.0,,do wykończenia,,,,https://www.otodom.pl/oferta/zielona-czesc-wilanowa-kameralny-projekt-ID43wSu.html#f26e73d967,,578400.0
 Wilanów,77.43,4,wtórny,apartamentowiec,4.0,4.0,,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/4-pokoje-miasteczko-wilanow-ID42ZpG.html#1e93d04762,600.0,839000.0
 Śródmieście,80.0,4,pierwotny,apartamentowiec,,,,,pełna własność,drewniane,,https://www.otodom.pl/oferta/przestronny-apartament-blisko-centrum-taras-32m-ID43wSw.html#f26e73d967,,1205800.0
 Praga-Południe,52.0,2,wtórny,kamienica,3.0,3.0,1932.0,do remontu,pełna własność,plastikowe,elektryczne,https://www.otodom.pl/oferta/52m2-2-pokoje-piekna-stara-saska-kepa-ID43wSX.html#f26e73d967,360.0,725000.0
 Bemowo,64.9,3,wtórny,blok,2.0,10.0,1981.0,,spółdzielcze wł. z KW,plastikowe,,https://www.otodom.pl/oferta/3-rozkladowe-pokoje-z-widna-kuchnia-ID43wSK.html#f26e73d967,590.0,497000.0
 Śródmieście,56.16,3,wtórny,blok,0.0,5.0,1982.0,do zamieszkania,pełna własność,drewniane,,https://www.otodom.pl/oferta/2-w-1-3-pokoje-na-powislu-idealne-pod-wynajem-ID43wSG.html#f26e73d967,601.0,650000.0
 Wola,81.5,3,wtórny,apartamentowiec,8.0,10.0,2001.0,do zamieszkania,spółdzielcze własnościowe,plastikowe,miejskie,https://www.otodom.pl/oferta/ogrodowa-32a-81-5m2-duze-jasne-blisko-centrum-ID42pS3.html#f26e73d967,760.0,982000.0
 Ursynów,75.0,4,wtórny,szeregowiec,,,,do wykończenia,,,gazowe,https://www.otodom.pl/oferta/m4-75-m2-garaz-ursynow-3-km-od-pulawskiej-hit-ID43wT2.html#f26e73d967,,499000.0
 Ochota,38.41,2,wtórny,kamienica,1.0,4.0,1958.0,do zamieszkania,pełna własność,plastikowe,,https://www.otodom.pl/oferta/sliczne-2-pokojowe-przy-parku-szczesliwickim-ID43wSD.html#f26e73d967,350.0,460000.0
 Śródmieście,96.0,4,pierwotny,apartamentowiec,,,,,pełna własność,,,https://www.otodom.pl/oferta/ostatni-taki-3-strony-swiata-kupuj-nie-zwlekaj-ID43wT3.html#f26e73d967,,983500.0
 Wola,86.0,4,pierwotny,apartamentowiec,,26.0,,,pełna własność,drewniane,,https://www.otodom.pl/oferta/nowa-jakosc-na-warszawskiej-mapie-ID43wLi.html#f00d349635,,770580.0
 Praga-Południe,49.97,3,wtórny,,3.0,4.0,2021.0,,,,,https://www.otodom.pl/oferta/warszawa-praga-poludnie-3-pokoje-ID43tzo.html#f00d349635,,357285.5
 Ursynów,67.0,3,wtórny,apartamentowiec,1.0,9.0,2016.0,do zamieszkania,pełna własność,,miejskie,https://www.otodom.pl/oferta/kup-bez-prowizji-sliczne-3-pok-ul-klobucka-ID43wL0.html#f00d349635,600.0,849000.0
 Mokotów,47.6,2,wtórny,,1.0,12.0,1959.0,,pełna własność,,,https://www.otodom.pl/oferta/dwupokojowe-gorny-mokotow-dabrowskiego-ID42mKf.html#f00d349635,,490000.0
 Mokotów,39.0,2,wtórny,,4.0,10.0,1973.0,,pełna własność,,,https://www.otodom.pl/oferta/sprzedam-2-pokojowe-na-gornym-mokotowie-ID40Eby.html#f00d349635,,429000.0
 Targówek,118.9,5,wtórny,blok,0.0,1.0,2019.0,,pełna własność,,inne,https://www.otodom.pl/oferta/pieciopokojowe-mieszkanie-stan-deweloperski-ID43gUu.html#f00d349635,,950000.0
 Wola,96.0,4,pierwotny,apartamentowiec,11.0,,,,pełna własność,,,https://www.otodom.pl/oferta/nieruchosc-to-inwestycja-obledna-lokalizacja-ID43wKL.html#f00d349635,,983500.0
 Ochota,69.0,3,wtórny,,3.0,7.0,1998.0,,spółdzielcze wł. z KW,,,https://www.otodom.pl/oferta/mieszkanie-warszawa-ochota-ID3XGms.html#f00d349635,,790000.0
 Wola,43.0,2,pierwotny,apartamentowiec,,26.0,,,pełna własność,,,https://www.otodom.pl/oferta/534000-ID43wMG.html#f00d349635,,534000.0
 Białołęka,32.0,2,pierwotny,blok,,6.0,,,pełna własność,,,https://www.otodom.pl/oferta/kompleksowa-pomoc-kupuj-inwestuj-mieszkaj-ID43wOa.html#f00d349635,,253000.0
 Bielany,57.7,2,wtórny,blok,5.0,7.0,1996.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/10-min-metro-wrzeciono-osiedle-strzezone-ID43drt.html#f00d349635,,610000.0
 Ursynów,186.58,4,pierwotny,,0.0,1.0,2019.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/nowoczesny-dom-w-pyrach-ID43lPi.html#f00d349635,,1499500.0
 Śródmieście,81.0,3,wtórny,kamienica,6.0,6.0,1922.0,do zamieszkania,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/powisle-ciche-przy-parku-ID43wME.html#f00d349635,,1000000.0
 Wola,52.0,3,pierwotny,apartamentowiec,,,,,pełna własność,,,https://www.otodom.pl/oferta/mierz-wysoko-mieszkaj-z-widokiem-na-centrum-ID43wLZ.html#f00d349635,,568000.0
 Mokotów,298.44,4,wtórny,apartamentowiec,1.0,4.0,2016.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/kameralna-inwestycja-klasy-premium-przy-parku-ID42IoG.html#39fa371638,,8654760.0
 Mokotów,57.65,2,wtórny,blok,1.0,7.0,2012.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/wyjatkowe-dwa-pokoje-osiedle-qbik-mokotow-ID42mWR.html#39fa371638,,740000.0
 Mokotów,79.0,3,wtórny,,3.0,8.0,2006.0,,pełna własność,,,https://www.otodom.pl/oferta/jasne-mieszkanie-dla-rodziny-obok-metro-sluzew-ID43rR9.html#39fa371638,,929000.0
 Bemowo,35.5,2,wtórny,blok,6.0,8.0,1977.0,do zamieszkania,,,miejskie,https://www.otodom.pl/oferta/mieszkanie-36-m2-warszawa-bemowo-ID42t0E.html#39fa371638,,342000.0
 Mokotów,80.13,3,wtórny,apartamentowiec,2.0,4.0,2000.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/kameralne-osiedle-i-swietna-lokalizacja-na-warsza-ID42FPd.html#39fa371638,,900000.0
 Bielany,228.0,7,wtórny,apartamentowiec,0.0,2.0,2016.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/luksus-w-zaciszu-zieleni-apartament-z-ogrodem-ID3RML2.html#39fa371638,,3600000.0
 Mokotów,102.4,4,wtórny,kamienica,3.0,3.0,1936.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/unikalny-przedwojenny-apartament-cale-pietro-ID42BCV.html#39fa371638,,1400000.0
 Praga-Południe,122.2,4,wtórny,apartamentowiec,2.0,8.0,2000.0,,spółdzielcze wł. z KW,,miejskie,https://www.otodom.pl/oferta/bardzo-przestronny-jasny-apartament-zlokalizow-ID42sS8.html#39fa371638,,909000.0
 Ursynów,71.0,4,wtórny,blok,3.0,4.0,1980.0,,,,miejskie,https://www.otodom.pl/oferta/mieszkanie-ursynow-4-pokoje-71-m-ID42RPJ.html#39fa371638,,589000.0
 Wola,81.05,3,wtórny,kamienica,6.0,6.0,1957.0,,,,miejskie,https://www.otodom.pl/oferta/mieszkanie-warszawa-wola-ID41gwv.html#39fa371638,,780000.0
 Mokotów,79.05,3,wtórny,dom wolnostojący,5.0,7.0,2012.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/nowy-trzypokojowy-apartament-w-cityzen-ID3PxlK.html#39fa371638,,850000.0
 Ochota,138.84,5,wtórny,blok,0.0,3.0,1998.0,,spółdzielcze wł. z KW,,miejskie,https://www.otodom.pl/oferta/apartament-przy-parku-szczesliwickim-ID3PeuM.html#39fa371638,,1150000.0
 Śródmieście,80.21,3,wtórny,kamienica,4.0,4.0,1895.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/apartament-w-kamienicy-z-garazem-podziemnym-ID42igQ.html#39fa371638,,2245880.0
 Targówek,52.0,2,wtórny,blok,0.0,3.0,2009.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/idealne-na-start-ID42Q28.html#39fa371638,,540000.0
 Targówek,39.0,2,wtórny,blok,0.0,4.0,1961.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/2pok-39m2-brodno-ul-labiszynska-ID43wFX.html#39fa371638,,359000.0
 Ursynów,72.0,3,wtórny,apartamentowiec,2.0,3.0,2003.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/mieszkanie-ursynow-72-m-ID42Yno.html#39fa371638,,760000.0
 Wilanów,96.62,4,pierwotny,apartamentowiec,2.0,2.0,,,pełna własność,,,https://www.otodom.pl/oferta/ostatnie-pietro-z-tarasem-19-m2-od-dewelopera-ID43wBA.html#42c5f5af6a,,839900.0
 Śródmieście,229.0,5,wtórny,apartamentowiec,6.0,6.0,,,,,,https://www.otodom.pl/oferta/penthouse-z-tarasem-na-dachu-3-msca-parkingowe-ID42Vwi.html#42c5f5af6a,,6850000.0
 Wilanów,93.0,3,wtórny,apartamentowiec,2.0,4.0,2007.0,,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/3-pokoje-ciche-w-srodku-osiedla-aura-park-ID42c7o.html#42c5f5af6a,,855600.0
 Praga-Południe,9.81,1,wtórny,kamienica,0.0,2.0,1939.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-w-praskiej-zabytkowej-kamienicy-tylko-g-ID43wBV.html#42c5f5af6a,118.0,145000.0
 Praga-Południe,25.0,1,wtórny,kamienica,0.0,3.0,1937.0,,pełna własność,plastikowe,,https://www.otodom.pl/oferta/lokal-na-biuro-25-m2-doskonala-oferta-ID43wBR.html#42c5f5af6a,150.0,260000.0
 Mokotów,105.71,4,wtórny,apartamentowiec,9.0,10.0,2008.0,,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/4-pokojowy-apartament-dolny-mokotow-pory-ID43dsD.html#42c5f5af6a,,1162810.0
 Wola,37.02,1,pierwotny,apartamentowiec,11.0,27.0,2021.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/apartament-na-woli-inwestycja-dla-ciebie-ID43wBD.html#42c5f5af6a,,596183.0
 Wola,86.68,3,wtórny,apartamentowiec,7.0,17.0,2006.0,,,drewniane,miejskie,https://www.otodom.pl/oferta/rozkladowy-3-pokojowy-apartament-metro-gdanska-7-ID43p9o.html#42c5f5af6a,,1018490.0
 Wola,86.42,3,wtórny,apartamentowiec,5.0,17.0,2006.0,,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/3-pokojowy-apartament-metro-gdanska-muranow-5p-ID41Oyq.html#42c5f5af6a,,972225.0
 Białołęka,63.0,3,wtórny,blok,0.0,3.0,2009.0,do zamieszkania,pełna własność,drewniane,kotłownia,https://www.otodom.pl/oferta/mieszkanie-63-m-warszawa-ID43wCb.html#42c5f5af6a,500.0,475000.0
 Śródmieście,58.0,3,wtórny,kamienica,6.0,,1960.0,do zamieszkania,pełna własność,,,https://www.otodom.pl/oferta/mieszkanie-58-m-warszawa-ID43wCa.html#42c5f5af6a,550.0,590000.0
 Mokotów,423.6,7,wtórny,apartamentowiec,11.0,12.0,2004.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/penthouse-z-2-tarasami-i-pieknym-widokiem-ID3GUtO.html#42c5f5af6a,,4490000.0
 Śródmieście,176.19,5,wtórny,kamienica,4.0,4.0,1895.0,,,,inne,https://www.otodom.pl/oferta/hala-koszyki-miejsce-parkingowe-w-dziedzincu-ID41NTH.html#42c5f5af6a,,2650000.0
 Śródmieście,303.0,5,wtórny,blok,11.0,12.0,2004.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/penthouse-z-300-metrowym-tarasem-ID3PQnO.html#42c5f5af6a,,4800000.0
 Wawer,63.56,3,pierwotny,apartamentowiec,4.0,5.0,2019.0,do wykończenia,pełna własność,,miejskie,https://www.otodom.pl/oferta/apartament-przy-rekruckiej-jeszcze-w-tym-roku-ID41yrq.html#d70bc61d89,,463988.0
 Praga-Północ,69.13,3,pierwotny,apartamentowiec,2.0,6.0,2021.0,do wykończenia,pełna własność,,miejskie,https://www.otodom.pl/oferta/wilenska-express-3-pok-nowe-osiedle-ID41oa7.html#d70bc61d89,,634078.0
 Praga-Południe,61.04,4,pierwotny,,2.0,5.0,2019.0,do wykończenia,,,miejskie,https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-na-osiedlu-praskie-ID40XaE.html#d70bc61d89,,546308.0
 Wesoła,83.7,4,pierwotny,blok,1.0,3.0,2021.0,do wykończenia,pełna własność,plastikowe,gazowe,https://www.otodom.pl/oferta/mieszkanie-z-salonem-kapielowym-z-oknem-ID43wxF.html#d70bc61d89,,590085.0
 Praga-Południe,58.2,4,pierwotny,apartamentowiec,3.0,5.0,2019.0,do wykończenia,,,,https://www.otodom.pl/oferta/niska-cena-bliski-oddanie-i-swietna-lokalizacja-ID43wxI.html#d70bc61d89,,523800.0
 Ochota,80.0,4,wtórny,,0.0,3.0,2001.0,,pełna własność,drewniane,,https://www.otodom.pl/oferta/ogrody-shiraz-park-szczesliwicki-ogrodek-garaze-ID418NB.html#42c5f5af6a,600.0,880000.0
 Ursynów,98.0,4,wtórny,blok,3.0,4.0,2005.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/okazja-4-pokojowe-mieszkanie-kabaty-kabacki-dukt-ID43wxM.html#d70bc61d89,,681000.0
 Śródmieście,63.2,2,wtórny,blok,6.0,7.0,1997.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-63-20-m-warszawa-fabryczna-ID430n5.html#d70bc61d89,680.0,858000.0
 Śródmieście,37.0,2,wtórny,blok,4.0,5.0,,do zamieszkania,,,,https://www.otodom.pl/oferta/przestronne-mieszkanie-przy-placu-grzybowskim-ID43wy7.html#d70bc61d89,,540000.0
 Wilanów,41.0,2,wtórny,blok,2.0,3.0,2013.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/miasteczko-wilanow-2-pokoje-duzy-balkon-ID43wy9.html#d70bc61d89,450.0,510000.0
 Praga-Południe,78.59,4,pierwotny,apartamentowiec,4.0,5.0,2019.0,do wykończenia,,,,https://www.otodom.pl/oferta/oddanie-projektu-w-tym-kwartale-praga-poludnie-ID43wyJ.html#d70bc61d89,,636579.0
 Wesoła,67.31,3,pierwotny,blok,2.0,3.0,2021.0,do wykończenia,pełna własność,plastikowe,gazowe,https://www.otodom.pl/oferta/mieszkanie-z-garderoba-ID43wyq.html#d70bc61d89,,483285.8
 Praga-Południe,58.2,4,pierwotny,apartamentowiec,4.0,5.0,2019.0,do wykończenia,,,,https://www.otodom.pl/oferta/korzystna-cena-dobra-komunikacja-miejska-ID43wym.html#d70bc61d89,,526710.0
 Praga-Południe,31.24,2,wtórny,blok,0.0,5.0,2020.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-przy-rondo-wiatraczna-z-ogrodkiem-48m2-ID42Yfm.html#d70bc61d89,300.0,335000.0
 Włochy,106.0,3,wtórny,apartamentowiec,3.0,3.0,2005.0,do zamieszkania,pełna własność,,miejskie,https://www.otodom.pl/oferta/apartament-106m2-wysoki-standard-wykonczenia-ID40IgC.html#d70bc61d89,870.0,1170000.0
 Wesoła,84.02,4,pierwotny,blok,1.0,3.0,2021.0,do wykończenia,pełna własność,plastikowe,gazowe,https://www.otodom.pl/oferta/mieszkanie-z-salonem-kapielowym-i-wlasna-spizarnia-ID43wya.html#d70bc61d89,,592341.0
 Śródmieście,47.0,3,wtórny,,3.0,7.0,1968.0,,spółdzielcze własnościowe,plastikowe,,https://www.otodom.pl/oferta/centrum-ciche-zadbany-teren-zamkniety-niski-czynsz-ID43lVK.html#80c84d5577,500.0,590000.0
 Wesoła,66.79,3,pierwotny,blok,0.0,3.0,2021.0,do wykończenia,pełna własność,plastikowe,gazowe,https://www.otodom.pl/oferta/mieszkanie-z-ogrodkiem-ID43wsl.html#80c84d5577,,487567.0
 Bemowo,103.9,4,pierwotny,apartamentowiec,5.0,14.0,2020.0,do wykończenia,pełna własność,,,https://www.otodom.pl/oferta/swietny-rozklad-taras-balkon-ID43wsA.html#80c84d5577,,883150.0
 Bielany,29.0,1,pierwotny,blok,4.0,10.0,1980.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/sprzedam-mieszkanie-29m2-bielany-ul-marymoncka-ID43wrP.html#80c84d5577,340.0,370000.0
 Mokotów,70.0,3,wtórny,blok,6.0,7.0,2012.0,do zamieszkania,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/mieszkanie-70m2-sprzedam-bezposrednio-ID43fzm.html#80c84d5577,660.0,780000.0
 Bemowo,44.11,2,wtórny,blok,0.0,7.0,1983.0,do zamieszkania,pełna własność,,miejskie,https://www.otodom.pl/oferta/mieszkanie-z-klimatyzacja-pod-klucz-na-bemowie-ID43kKZ.html#80c84d5577,470.0,429000.0
 Targówek,46.4,3,wtórny,blok,5.0,10.0,1976.0,do remontu,spółdzielcze własnościowe,,miejskie,https://www.otodom.pl/oferta/funkcjonalne-3-pokojowe-mieszkanie-ID41PGx.html#80c84d5577,,339999.0
 Mokotów,48.0,3,wtórny,,2.0,4.0,1965.0,,,,,https://www.otodom.pl/oferta/tanie-trzy-pokoje-przy-galerii-mokotow-ID41ZuY.html#80c84d5577,,429000.0
 Wesoła,80.84,3,pierwotny,blok,0.0,3.0,2021.0,do wykończenia,pełna własność,plastikowe,gazowe,https://www.otodom.pl/oferta/mieszkanie-z-ogrodkiem-ID43wsP.html#80c84d5577,,588515.2
 Bemowo,26.2,1,wtórny,blok,1.0,3.0,1998.0,do zamieszkania,pełna własność,,inne,https://www.otodom.pl/oferta/kawalerka-w-doskonale-skomunikowanym-miejscu-ID43sJN.html#80c84d5577,370.0,325000.0
 Praga-Południe,45.0,2,wtórny,blok,1.0,7.0,2011.0,do zamieszkania,pełna własność,,miejskie,https://www.otodom.pl/oferta/wysoki-standard-na-goclawiu-2-pokoje-45m2-529tys-ID43wsH.html#80c84d5577,300.0,529000.0
